Season Week,Team,Conference,Conference Indicator,Division,Division Indicator,Date,W
5,DET,Eastern,0,Central,1,2021-11-15,3
6,NYK,Eastern,0,Atlantic,0,2021-11-26,10
6,NYK,Eastern,0,Atlantic,0,2021-11-27,11
6,OKC,Western,1,Northwest,3,2021-11-22,6
6,OKC,Western,1,Northwest,3,2021-11-24,6
6,ORL,Eastern,0,Southeast,2,2021-11-27,4
6,ORL,Eastern,0,Southeast,2,2021-11-22,4
6,ORL,Eastern,0,Southeast,2,2021-11-24,4
6,ORL,Eastern,0,Southeast,2,2021-11-26,4
6,OKC,Western,1,Northwest,3,2021-11-26,6
6,NYK,Eastern,0,Atlantic,0,2021-11-23,10
6,MIL,Eastern,0,Central,1,2021-11-22,10
6,NOP,Western,1,Southwest,5,2021-11-26,5
6,NOP,Western,1,Southwest,5,2021-11-24,4
6,NOP,Western,1,Southwest,5,2021-11-22,3
6,MIN,Western,1,Northwest,3,2021-11-27,10
6,MIN,Western,1,Northwest,3,2021-11-26,9
6,MIN,Western,1,Northwest,3,2021-11-24,9
6,MIN,Western,1,Northwest,3,2021-11-22,8
6,MIL,Eastern,0,Central,1,2021-11-28,13
6,MIL,Eastern,0,Central,1,2021-11-26,12
6,MIL,Eastern,0,Central,1,2021-11-24,11
6,PHI,Eastern,0,Atlantic,0,2021-11-22,10
6,NOP,Western,1,Southwest,5,2021-11-27,5
6,PHI,Eastern,0,Atlantic,0,2021-11-24,10
6,SAS,Western,1,Southwest,5,2021-11-22,4
6,PHX,Western,1,Pacific,4,2021-11-22,14
6,MIA,Eastern,0,Southeast,2,2021-11-27,13
6,WAS,Eastern,0,Southeast,2,2021-11-27,13
6,WAS,Eastern,0,Southeast,2,2021-11-26,12
6,WAS,Eastern,0,Southeast,2,2021-11-24,11
6,WAS,Eastern,0,Southeast,2,2021-11-22,11
6,UTA,Western,1,Northwest,3,2021-11-27,13
6,UTA,Western,1,Northwest,3,2021-11-26,12
6,UTA,Western,1,Northwest,3,2021-11-24,12
6,UTA,Western,1,Northwest,3,2021-11-22,11
6,TOR,Eastern,0,Atlantic,0,2021-11-28,9
6,TOR,Eastern,0,Atlantic,0,2021-11-26,9
6,PHI,Eastern,0,Atlantic,0,2021-11-27,10
6,TOR,Eastern,0,Atlantic,0,2021-11-24,9
6,SAS,Western,1,Southwest,5,2021-11-24,4
6,SAC,Western,1,Pacific,4,2021-11-28,8
6,SAC,Western,1,Pacific,4,2021-11-26,8
6,SAC,Western,1,Pacific,4,2021-11-24,7
6,SAC,Western,1,Pacific,4,2021-11-22,6
6,POR,Western,1,Northwest,3,2021-11-26,10
6,POR,Western,1,Northwest,3,2021-11-24,10
6,POR,Western,1,Northwest,3,2021-11-23,10
6,PHX,Western,1,Pacific,4,2021-11-27,17
6,PHX,Western,1,Pacific,4,2021-11-26,16
6,PHX,Western,1,Pacific,4,2021-11-24,15
6,SAS,Western,1,Southwest,5,2021-11-26,5
6,MIA,Eastern,0,Southeast,2,2021-11-24,12
6,MEM,Western,1,Southwest,5,2021-11-24,9
6,MEM,Western,1,Southwest,5,2021-11-28,10
6,CLE,Eastern,0,Central,1,2021-11-27,10
6,CLE,Eastern,0,Central,1,2021-11-24,9
6,CLE,Eastern,0,Central,1,2021-11-22,9
6,CHI,Eastern,0,Central,1,2021-11-27,13
6,CHI,Eastern,0,Central,1,2021-11-26,13
6,CHI,Eastern,0,Central,1,2021-11-24,12
6,CHI,Eastern,0,Central,1,2021-11-22,12
6,CHA,Eastern,0,Southeast,2,2021-11-27,13
6,CHA,Eastern,0,Southeast,2,2021-11-26,13
6,CHA,Eastern,0,Southeast,2,2021-11-24,12
6,DAL,Western,1,Southwest,5,2021-11-23,10
6,CHA,Eastern,0,Southeast,2,2021-11-22,11
6,BOS,Eastern,0,Atlantic,0,2021-11-26,10
6,BOS,Eastern,0,Atlantic,0,2021-11-24,10
6,BOS,Eastern,0,Atlantic,0,2021-11-22,10
6,BKN,Eastern,0,Atlantic,0,2021-11-27,14
6,BKN,Eastern,0,Atlantic,0,2021-11-24,14
6,BKN,Eastern,0,Atlantic,0,2021-11-22,13
6,ATL,Eastern,0,Southeast,2,2021-11-27,11
6,ATL,Eastern,0,Southeast,2,2021-11-26,11
6,ATL,Eastern,0,Southeast,2,2021-11-24,10
6,MIA,Eastern,0,Southeast,2,2021-11-23,12
6,BOS,Eastern,0,Atlantic,0,2021-11-28,11
6,DAL,Western,1,Southwest,5,2021-11-27,10
6,ATL,Eastern,0,Southeast,2,2021-11-22,9
6,DEN,Western,1,Northwest,3,2021-11-26,9
6,DEN,Western,1,Northwest,3,2021-11-23,9
6,MEM,Western,1,Southwest,5,2021-11-22,9
6,LAL,Western,1,Pacific,4,2021-11-28,11
6,LAL,Western,1,Pacific,4,2021-11-26,10
6,LAL,Western,1,Pacific,4,2021-11-24,10
6,LAL,Western,1,Pacific,4,2021-11-23,9
6,LAC,Western,1,Pacific,4,2021-11-28,11
6,LAC,Western,1,Pacific,4,2021-11-26,11
6,LAC,Western,1,Pacific,4,2021-11-23,10
6,IND,Eastern,0,Central,1,2021-11-28,9
6,IND,Eastern,0,Central,1,2021-11-26,9
6,MEM,Western,1,Southwest,5,2021-11-26,9
6,IND,Eastern,0,Central,1,2021-11-22,8
6,HOU,Western,1,Southwest,5,2021-11-27,3
6,HOU,Western,1,Southwest,5,2021-11-24,2
6,HOU,Western,1,Southwest,5,2021-11-22,1
6,GSW,Western,1,Pacific,4,2021-11-28,18
6,GSW,Western,1,Pacific,4,2021-11-26,17
6,GSW,Western,1,Pacific,4,2021-11-24,16
6,DET,Eastern,0,Central,1,2021-11-28,4
6,DET,Eastern,0,Central,1,2021-11-26,4
6,DET,Eastern,0,Central,1,2021-11-24,4
6,DET,Eastern,0,Central,1,2021-11-23,4
6,IND,Eastern,0,Central,1,2021-11-24,8
7,NYK,Eastern,0,Atlantic,0,2021-12-02,11
7,NYK,Eastern,0,Atlantic,0,2021-12-04,11
7,OKC,Western,1,Northwest,3,2021-11-29,6
7,PHI,Eastern,0,Atlantic,0,2021-11-29,11
7,OKC,Western,1,Northwest,3,2021-12-02,6
7,ORL,Eastern,0,Southeast,2,2021-11-29,4
7,ORL,Eastern,0,Southeast,2,2021-12-01,5
7,ORL,Eastern,0,Southeast,2,2021-12-03,5
7,OKC,Western,1,Northwest,3,2021-12-01,6
7,NYK,Eastern,0,Atlantic,0,2021-11-30,11
7,MIN,Western,1,Northwest,3,2021-12-03,11
7,NOP,Western,1,Southwest,5,2021-12-03,7
7,NOP,Western,1,Southwest,5,2021-12-01,6
7,NOP,Western,1,Southwest,5,2021-11-29,6
7,MIN,Western,1,Northwest,3,2021-12-01,11
7,MIN,Western,1,Northwest,3,2021-11-29,11
7,MIL,Eastern,0,Central,1,2021-12-04,15
7,MIL,Eastern,0,Central,1,2021-12-02,14
7,MIL,Eastern,0,Central,1,2021-12-01,14
7,MIA,Eastern,0,Southeast,2,2021-12-04,14
7,PHI,Eastern,0,Atlantic,0,2021-12-01,11
7,NOP,Western,1,Southwest,5,2021-12-05,7
7,PHI,Eastern,0,Atlantic,0,2021-12-03,12
7,SAS,Western,1,Southwest,5,2021-12-02,7
7,PHX,Western,1,Pacific,4,2021-12-02,19
7,MIA,Eastern,0,Southeast,2,2021-12-03,14
7,WAS,Eastern,0,Southeast,2,2021-12-05,14
7,WAS,Eastern,0,Southeast,2,2021-12-03,14
7,WAS,Eastern,0,Southeast,2,2021-12-01,14
7,WAS,Eastern,0,Southeast,2,2021-11-29,13
7,UTA,Western,1,Northwest,3,2021-12-05,16
7,UTA,Western,1,Northwest,3,2021-12-03,15
7,UTA,Western,1,Northwest,3,2021-11-29,14
7,TOR,Eastern,0,Atlantic,0,2021-12-05,11
7,TOR,Eastern,0,Atlantic,0,2021-12-02,10
7,TOR,Eastern,0,Atlantic,0,2021-11-30,9
7,SAS,Western,1,Southwest,5,2021-12-04,8
7,SAS,Western,1,Southwest,5,2021-11-29,6
7,SAC,Western,1,Pacific,4,2021-12-04,10
7,SAC,Western,1,Pacific,4,2021-12-01,9
7,SAC,Western,1,Pacific,4,2021-11-30,8
7,POR,Western,1,Northwest,3,2021-12-04,11
7,POR,Western,1,Northwest,3,2021-12-02,11
7,POR,Western,1,Northwest,3,2021-11-30,11
7,POR,Western,1,Northwest,3,2021-11-29,10
7,PHX,Western,1,Pacific,4,2021-12-03,19
7,PHX,Western,1,Pacific,4,2021-11-30,18
7,MIA,Eastern,0,Southeast,2,2021-12-01,13
7,CHA,Eastern,0,Southeast,2,2021-12-05,14
7,MEM,Western,1,Southwest,5,2021-12-04,13
7,DAL,Western,1,Southwest,5,2021-12-01,11
7,DAL,Western,1,Southwest,5,2021-11-29,10
7,CLE,Eastern,0,Central,1,2021-12-05,13
7,CLE,Eastern,0,Central,1,2021-12-03,13
7,CLE,Eastern,0,Central,1,2021-12-01,12
7,CLE,Eastern,0,Central,1,2021-11-29,11
7,CHI,Eastern,0,Central,1,2021-12-04,16
7,CHI,Eastern,0,Central,1,2021-12-02,15
7,CHI,Eastern,0,Central,1,2021-11-29,14
